genome	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC
GCA_038501335.1	4567	4510	70	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_038628815.1	4802	4727	119	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_038628855.1	4803	4729	116	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_038630255.1	4244	4212	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_038630655.1	4322	4281	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_038843465.1	3364	3327	29	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_038843695.1	3476	3427	53	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_038843775.1	3371	3341	47	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.97	True
GCA_038848025.1	3312	3273	30	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_039297585.1	4158	4114	194	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_039299315.1	4419	4369	58	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_039504025.1	4165	4111	49	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_039602075.1	4322	4276	56	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_039602115.1	4521	4462	58	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_039617925.1	4315	4257	126	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_039617945.1	4410	4339	73	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_039617965.1	4307	4264	54	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_039617975.1	4779	4656	109	kingdom	1.0	0.97	0.0	0.0	0.0	0.93	0.91	True
GCA_039618025.1	4895	4821	119	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_039658675.1	3457	3407	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCA_039658695.1	3409	3372	28	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_039658715.1	3606	3566	29	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_039658735.1	3450	3404	48	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_039658755.1	3449	3407	30	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_039658775.1	3322	3282	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_039658795.1	3644	3596	50	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_039658815.1	3337	3289	47	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_039658835.1	3551	3518	58	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_039658855.1	3573	3541	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.97	True
GCA_039658875.1	3530	3485	56	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCA_039658915.1	3448	3410	26	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_039684435.1	4671	4609	95	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_039684455.1	4388	4337	80	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_039684485.1	4748	4657	90	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.92	True
GCA_039684555.1	4376	4331	56	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_039735845.1	4438	4386	55	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_039772395.1	4666	4592	68	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_039782355.1	4301	4257	59	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.94	True
GCA_039782375.1	4132	4085	184	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_039782395.1	4407	4358	80	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_039789775.1	4375	4329	51	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_039865025.1	4289	4241	45	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_039900865.1	4330	4284	34	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_039901005.1	4207	4170	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_039949935.1	4328	4279	47	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_039950815.1	4229	4194	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040019115.1	4318	4275	49	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040032045.1	4210	4167	85	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040032065.1	4168	4123	49	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040032075.1	4222	4187	54	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040050305.1	4211	4173	50	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040050325.1	4416	4346	121	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_040050345.1	4351	4300	94	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_040105975.1	4200	4159	38	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040105995.1	4337	4291	43	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040106015.1	4469	4394	82	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCA_040107915.1	4403	4340	170	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_040124925.1	4568	4468	62	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_040132265.1	4565	4493	61	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.92	True
GCA_040135485.1	4554	4488	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_040204275.1	4500	4439	58	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_040205575.1	4161	4132	160	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_040205635.1	4296	4254	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040205675.1	4648	4577	52	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_040205895.1	4457	4407	60	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_040205995.1	4666	4604	111	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_040206375.1	4192	4143	55	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040206415.1	4299	4262	53	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.94	True
GCA_040209355.1	4443	4383	55	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_040259775.1	4243	4198	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040259795.1	4861	4794	149	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_040275045.1	4668	4594	52	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_040275225.1	4638	4572	100	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_040275285.1	4419	4358	52	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_040275345.1	4541	4452	116	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_040275385.1	4152	4112	50	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040283155.1	4092	4060	167	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_040283195.1	4216	4178	63	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040360735.1	4152	4118	201	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_040361465.1	4814	4755	88	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_040362165.1	4266	4211	50	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040413545.1	4129	4090	43	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040434055.1	4516	4459	87	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040434095.1	4145	4110	215	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_040434115.1	4623	4551	90	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_040436845.1	4504	4452	68	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_040568895.1	4336	4283	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_040579945.1	4476	4395	91	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_040579985.1	4376	4320	66	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_040580205.1	4339	4287	51	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040707515.1	4329	4277	34	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_040708495.1	4388	4334	268	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040763095.1	4218	4176	60	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040763165.1	4341	4301	54	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_040763225.1	4510	4459	90	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_040763245.1	4740	4634	100	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.91	True
GCA_040799535.1	4360	4307	44	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040866525.1	4534	4475	81	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_040867485.1	4186	4142	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040869355.1	4694	4624	69	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_040890585.1	4253	4210	42	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_040890605.1	4533	4476	63	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_040892345.1	4162	4129	250	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_041004255.1	4417	4371	177	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_041221095.1	4221	4176	205	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_041262875.1	4331	4279	48	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_041314685.1	4343	4292	91	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_041315075.1	4726	4662	117	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_041315405.1	4441	4394	63	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_041315595.1	4289	4245	91	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.94	True
GCA_041340255.1	4328	4281	60	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_041445205.1	4676	4610	111	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_041455085.1	4163	4129	184	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_041716605.1	4670	4622	76	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_041717845.1	4458	4401	69	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_041725105.1	4613	4547	65	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_041798485.1	4217	4180	189	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_041798545.1	4319	4269	53	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_041798565.1	4662	4593	102	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_041799845.1	4400	4349	59	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042705155.1	4457	4400	43	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042705235.1	4203	4157	27	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042708825.1	4391	4340	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042712015.1	4135	4111	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_042712715.1	4659	4600	83	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042715035.1	4601	4544	38	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042796575.1	4613	4554	86	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_042804395.1	4449	4377	46	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCA_042807735.1	4300	4259	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.94	True
GCA_042807785.1	4467	4411	35	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042807825.1	4500	4439	48	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042814425.1	4162	4138	102	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_042814505.1	4439	4387	42	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042819645.1	4141	4116	107	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_042820485.1	4487	4434	41	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042827115.1	4217	4173	40	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042832805.1	4129	4097	90	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_042832885.1	4404	4354	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042835855.1	4235	4195	18	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042839235.1	4375	4324	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042844355.1	4469	4404	28	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042844415.1	4614	4535	30	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_042913775.1	4371	4327	22	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042913795.1	4294	4249	20	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042913825.1	4316	4263	97	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_042913885.1	4349	4299	43	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042920625.1	4450	4397	42	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042920645.1	4479	4436	43	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042926005.1	4472	4413	25	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_042926045.1	4208	4178	69	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_042930005.1	4715	4653	75	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042939295.1	4110	4086	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_042939315.1	4169	4107	95	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042939375.1	4503	4444	45	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042940255.1	4703	4632	34	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_042940335.1	4424	4373	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042960105.1	4277	4222	35	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042962345.1	4463	4406	34	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042962365.1	4561	4507	42	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042962385.1	4431	4378	40	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042962395.1	4226	4194	113	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_042962425.1	4594	4526	33	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_042964365.1	4674	4617	55	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042972995.1	4225	4175	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042974005.1	4632	4553	31	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_042974035.1	4388	4342	35	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042974055.1	4500	4437	38	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042975075.1	4714	4644	52	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042975135.1	4663	4595	57	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042975175.1	4309	4264	33	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042987075.1	4327	4274	26	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_042987095.1	4337	4293	25	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_042987115.1	4807	4725	40	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_042987135.1	4599	4522	37	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_042989255.1	4548	4484	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042989275.1	4775	4709	68	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042997465.1	4609	4544	40	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042998195.1	4419	4375	28	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_042998215.1	4738	4685	49	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043000285.1	4268	4221	31	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043002675.1	4446	4401	27	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043002705.1	4446	4402	28	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043048455.1	4545	4483	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043048475.1	4134	4101	100	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_043048495.1	4526	4475	19	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043050175.1	4400	4348	40	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043052715.1	4504	4448	23	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043073185.1	4306	4258	25	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043081215.1	4886	4782	68	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.91	True
GCA_043125955.1	4417	4365	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043150015.1	4463	4403	42	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043157325.1	4504	4441	32	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043157365.1	4566	4505	58	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043157385.1	4136	4079	126	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043157405.1	4610	4522	36	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_043157425.1	4625	4569	48	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043157445.1	4527	4471	49	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043157465.1	4445	4389	41	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043157485.1	4655	4594	107	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043157505.1	4363	4317	41	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043157525.1	4639	4560	50	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_043158295.1	4650	4570	48	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_043159245.1	4025	3995	116	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.98	True
GCA_043171875.1	4143	4108	111	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_043196615.1	4185	4156	106	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_043242995.1	4122	4098	72	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.98	True
GCA_043243015.1	4366	4316	19	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043243035.1	4156	4130	107	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_043243055.1	4460	4403	27	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043243075.1	4470	4416	48	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043243095.1	4467	4389	50	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_043243115.1	4472	4413	43	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043243775.1	4729	4659	53	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043243795.1	4232	4182	34	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043245415.1	4813	4749	74	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_043248475.1	4404	4354	40	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043248525.1	4294	4242	43	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043262765.1	4138	4109	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_043262825.1	4635	4557	37	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_043333435.1	4455	4400	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043334135.1	4164	4120	30	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043334815.1	4411	4359	40	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043346435.1	4353	4286	33	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_043366775.1	4593	4533	40	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043384405.1	4156	4125	107	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_043384425.1	4143	4112	117	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_043471555.1	4203	4166	129	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_043474875.1	4394	4344	50	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043547885.1	4269	4235	26	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.95	True
GCA_043548505.1	4672	4603	54	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_043550965.1	4467	4411	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043550985.1	4352	4303	51	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043551755.1	4490	4435	60	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_043555695.1	4569	4520	41	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043555785.1	4189	4144	24	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043629765.1	4515	4440	32	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_043636505.1	4851	4789	79	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043699525.1	4247	4194	44	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043701705.1	4142	4116	104	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_043701745.1	4928	4854	71	genus	0.86	0.85	0.99	0.03	0.06	0.96	0.81	False
GCA_043706375.1	4501	4421	36	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_043706395.1	4112	4075	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_043706415.1	4418	4360	38	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043706435.1	4155	4113	21	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043706455.1	4279	4223	133	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_043707695.1	4319	4278	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.94	True
GCA_043708345.1	4746	4678	33	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
GCA_043709305.1	4440	4386	38	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_043709485.1	4606	4539	27	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCA_043732755.1	4298	4264	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043732815.1	4110	4082	88	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_043732895.1	4380	4328	35	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043854865.1	4735	4671	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043854995.1	4381	4338	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_043855015.1	4549	4494	51	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043855035.1	4604	4532	33	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_043872255.1	4675	4599	49	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_043893945.1	4565	4502	53	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043899705.1	4623	4542	36	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_043899725.1	4440	4383	40	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_043901345.1	4827	4768	37	genus	0.88	0.87	1.0	0.03	0.06	0.96	0.83	False
GCA_043901605.1	4603	4522	38	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
