accession	organism_name	biosample	assembly_level	source_database	refseq_category	geo_loc	isolation_source	host	collection_date	serovar	strain_x	host_disease	lat_lon	total_length	contig_n50	scaffold_n50	num_contigs	gc_percent	checkm_completeness	checkm_contamination	species	level_rank	db_rank	source_type	strain_y	isolate	sample_name	collected_by	identified_by	sequencing_tech	assembly_method	bioproject	niche	confidence	matched_term
GCA_028838685.1	Yersinia enterocolitica	SAMN19699710	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2007-10-23		Yersinia		38.47 N 106.27 E	4556826	71563	71563	110	47			Yersinia enterocolitica	3	1		Yersinia	NX0753		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028838105.1	Yersinia enterocolitica	SAMN19699711	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2007-10-23		Yersinia		38.47 N 106.27 E	4555089	71428	71428	115	47			Yersinia enterocolitica	3	1		Yersinia	NX0754		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028838245.1	Yersinia enterocolitica	SAMN19699712	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2007-10-23		Yersinia		38.47 N 106.27 E	4562431	62852	62852	134	47			Yersinia enterocolitica	3	1		Yersinia	NX0755		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028838845.1	Yersinia enterocolitica	SAMN19699713	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2007-10-23		Yersinia		38.47 N 106.27 E	4555699	66302	66302	117	47			Yersinia enterocolitica	3	1		Yersinia	NX0756		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028838925.1	Yersinia enterocolitica	SAMN19699714	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2008-07-06		Yersinia		36.56 N 105.64 E	4563857	65540	65540	130	47			Yersinia enterocolitica	3	1		Yersinia	NX08021		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028839225.1	Yersinia enterocolitica	SAMN19699716	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-03-28		Yersinia		38.10 N 106.34 E	4573904	62850	62850	136	47			Yersinia enterocolitica	3	1		Yersinia	NX09001		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028839415.1	Yersinia enterocolitica	SAMN19699717	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-03-28		Yersinia		38.10 N 106.34 E	4578464	71437	71437	119	47			Yersinia enterocolitica	3	1		Yersinia	NX09002		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028839605.1	Yersinia enterocolitica	SAMN19699718	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-03-28		Yersinia		38.10 N 106.34 E	4565961	71552	71552	122	47			Yersinia enterocolitica	3	1		Yersinia	NX09003		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028839725.1	Yersinia enterocolitica	SAMN19699719	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-03-28		Yersinia		38.10 N 106.34 E	4577079	65975	65975	127	47			Yersinia enterocolitica	3	1		Yersinia	NX09004		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028990495.1	Yersinia enterocolitica	SAMN19699720	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-03-28		Yersinia		38.10 N 106.34 E	4579084	71552	71552	116	47			Yersinia enterocolitica	3	1		Yersinia	NX09005		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028990575.1	Yersinia enterocolitica	SAMN19699721	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-03-28		Yersinia		38.10 N 106.34 E	4577277	71552	71552	115	47			Yersinia enterocolitica	3	1		Yersinia	NX09006		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840085.1	Yersinia enterocolitica	SAMN19699722	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-04-22		Yersinia		38.10 N 106.34 E	4768112	279858	279858	38	47			Yersinia enterocolitica	3	1		Yersinia	NX09007		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840065.1	Yersinia enterocolitica	SAMN19699723	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-04-22		Yersinia		38.10 N 106.34 E	4909448	170242	170242	61	47			Yersinia enterocolitica	3	1		Yersinia	NX09008		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028990635.1	Yersinia enterocolitica	SAMN19699724	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-04-22		Yersinia		38.10 N 106.34 E	5057135	193736	193736	83	47			Yersinia enterocolitica	3	1		Yersinia	NX09009		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840185.1	Yersinia enterocolitica	SAMN19699725	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-04-22		Yersinia		38.10 N 106.34 E	4985401	108242	108242	120	47.5			Yersinia enterocolitica	3	1		Yersinia	NX09010		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840165.1	Yersinia enterocolitica	SAMN19699726	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-04-22		Yersinia		38.10 N 106.34 E	5055961	193736	193736	91	47			Yersinia enterocolitica	3	1		Yersinia	NX09011		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840225.1	Yersinia enterocolitica	SAMN19699727	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-06-13		Yersinia		36.56 N 105.64 E	4791193	289398	289398	29	47			Yersinia enterocolitica	3	1		Yersinia	NX09013		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840605.1	Yersinia enterocolitica	SAMN19699728	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-06-23		Yersinia		36.56 N 105.64 E	4885654	276102	276102	55	47.5			Yersinia enterocolitica	3	1		Yersinia	NX09014		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840245.1	Yersinia enterocolitica	SAMN19699729	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-07-23		Yersinia		36.56 N 105.64 E	4809834	193580	193580	66	47			Yersinia enterocolitica	3	1		Yersinia	NX09017		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840265.1	Yersinia enterocolitica	SAMN19699730	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-07-23		Yersinia		36.56 N 105.64 E	4829138	487787	487787	26	47			Yersinia enterocolitica	3	1		Yersinia	NX09018		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840645.1	Yersinia enterocolitica	SAMN19699733	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-15		Yersinia		37.52 N 105.17 E	4479882	76887	76887	106	47			Yersinia enterocolitica	3	1		Yersinia	NX09028		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840285.1	Yersinia enterocolitica	SAMN19699734	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-15		Yersinia		37.52 N 105.17 E	4548761	76887	76887	113	47			Yersinia enterocolitica	3	1		Yersinia	NX09029		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028990615.1	Yersinia enterocolitica	SAMN19699735	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-15		Yersinia		37.52 N 105.17 E	4583827	62856	62856	139	47			Yersinia enterocolitica	3	1		Yersinia	NX09030		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028990655.1	Yersinia enterocolitica	SAMN19699738	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-09		Yersinia		36.56 N 105.64 E	4703757	309890	309890	30	47			Yersinia enterocolitica	3	1		Yersinia	NX09036		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840665.1	Yersinia enterocolitica	SAMN19699739	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-09		Yersinia		36.56 N 105.64 E	4969075	200970	200970	65	47			Yersinia enterocolitica	3	1		Yersinia	NX09037		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840625.1	Yersinia enterocolitica	SAMN19699740	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-09		Yersinia		36.56 N 105.64 E	5060298	261070	261070	49	47			Yersinia enterocolitica	3	1		Yersinia	NX09038		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028990675.1	Yersinia enterocolitica	SAMN19699741	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-09		Yersinia		36.56 N 105.64 E	4893135	387853	387853	38	47			Yersinia enterocolitica	3	1		Yersinia	NX09039		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840725.1	Yersinia enterocolitica	SAMN19699742	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-09		Yersinia		36.56 N 105.64 E	4777275	253797	253797	48	47			Yersinia enterocolitica	3	1		Yersinia	NX09040		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840705.1	Yersinia enterocolitica	SAMN19699744	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-10		Yersinia		36.56 N 105.64 E	4885032	367603	367603	37	47			Yersinia enterocolitica	3	1		Yersinia	NX09042		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840745.1	Yersinia enterocolitica	SAMN19699745	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-10		Yersinia		36.56 N 105.64 E	4809980	273052	273052	42	47			Yersinia enterocolitica	3	1		Yersinia	NX09043		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840765.1	Yersinia enterocolitica	SAMN19699746	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-10		Yersinia		36.56 N 105.64 E	4809834	274379	274379	38	47			Yersinia enterocolitica	3	1		Yersinia	NX09044		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840805.1	Yersinia enterocolitica	SAMN19699747	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-10		Yersinia		36.56 N 105.64 E	4810040	530521	530521	37	47			Yersinia enterocolitica	3	1		Yersinia	NX09045		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840825.1	Yersinia enterocolitica	SAMN19699748	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-11		Yersinia		36.56 N 105.64 E	4799894	385322	385322	39	47			Yersinia enterocolitica	3	1		Yersinia	NX09047		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841205.1	Yersinia enterocolitica	SAMN19699749	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-12		Yersinia		36.56 N 105.64 E	4739491	634502	634502	22	47			Yersinia enterocolitica	3	1		Yersinia	NX09048		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840845.1	Yersinia enterocolitica	SAMN19699750	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-22		Yersinia		36.56 N 105.64 E	4722534	385047	385047	34	47			Yersinia enterocolitica	3	1		Yersinia	NX09057		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840885.1	Yersinia enterocolitica	SAMN19699751	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-22		Yersinia		36.56 N 105.64 E	4932667	278027	278027	32	47			Yersinia enterocolitica	3	1		Yersinia	NX09058		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840865.1	Yersinia enterocolitica	SAMN19699752	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-22		Yersinia		36.56 N 105.64 E	4803245	582747	582747	31	47			Yersinia enterocolitica	3	1		Yersinia	NX09059		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840905.1	Yersinia enterocolitica	SAMN19699753	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-23		Yersinia		36.56 N 105.64 E	4742654	614517	614517	27	47			Yersinia enterocolitica	3	1		Yersinia	NX09060		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840925.1	Yersinia enterocolitica	SAMN19699754	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-23		Yersinia		36.56 N 105.64 E	4786287	286845	286845	36	47			Yersinia enterocolitica	3	1		Yersinia	NX09061		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840945.1	Yersinia enterocolitica	SAMN19699755	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2009-08-23		Yersinia		36.56 N 105.64 E	4923406	267825	267825	43	47			Yersinia enterocolitica	3	1		Yersinia	NX09062		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028990695.1	Yersinia enterocolitica	SAMN19699762	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2010-09-21		Yersinia		37.52 N 105.17 E	4563806	61293	61293	133	47			Yersinia enterocolitica	3	1		Yersinia	NX10043		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028840965.1	Yersinia enterocolitica	SAMN19699765	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-07-15		Yersinia		36.56 N 105.64 E	4747141	143822	143822	68	47			Yersinia enterocolitica	3	1		Yersinia	NX11036		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028990755.1	Yersinia enterocolitica	SAMN19699774	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-19		Yersinia		36.56 N 105.64 E	4552045	58511	58511	162	47			Yersinia enterocolitica	3	1		Yersinia	NX11058		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841005.1	Yersinia enterocolitica	SAMN19699775	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4516654	60385	60385	144	47			Yersinia enterocolitica	3	1		Yersinia	NX11070		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028990715.1	Yersinia enterocolitica	SAMN19699776	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4486691	60940	60940	147	47			Yersinia enterocolitica	3	1		Yersinia	NX11071		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841285.1	Yersinia enterocolitica	SAMN19699777	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4542051	50815	50815	185	47			Yersinia enterocolitica	3	1		Yersinia	NX11072		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841225.1	Yersinia enterocolitica	SAMN19699778	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4489697	71552	71552	106	47			Yersinia enterocolitica	3	1		Yersinia	NX11073		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028990795.1	Yersinia enterocolitica	SAMN19699779	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4562834	66316	66316	116	47			Yersinia enterocolitica	3	1		Yersinia	NX11074		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841025.1	Yersinia enterocolitica	SAMN19699780	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4548662	71562	71562	108	47			Yersinia enterocolitica	3	1		Yersinia	NX11075		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028990775.1	Yersinia enterocolitica	SAMN19699781	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4562454	70585	70585	115	47			Yersinia enterocolitica	3	1		Yersinia	NX11076		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028990815.1	Yersinia enterocolitica	SAMN19699782	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4561148	71551	71551	110	47			Yersinia enterocolitica	3	1		Yersinia	NX11077		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841045.1	Yersinia enterocolitica	SAMN19699783	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4561761	71428	71428	113	47			Yersinia enterocolitica	3	1		Yersinia	NX11078		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841305.1	Yersinia enterocolitica	SAMN19699784	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4562859	71562	71562	107	47			Yersinia enterocolitica	3	1		Yersinia	NX11079		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841105.1	Yersinia enterocolitica	SAMN19699785	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4556856	72882	72882	107	47			Yersinia enterocolitica	3	1		Yersinia	NX11080		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841125.1	Yersinia enterocolitica	SAMN19699786	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4563646	71428	71428	110	47			Yersinia enterocolitica	3	1		Yersinia	NX11081		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841145.1	Yersinia enterocolitica	SAMN19699787	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4495560	71428	71428	113	47			Yersinia enterocolitica	3	1		Yersinia	NX11082		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841185.1	Yersinia enterocolitica	SAMN19699788	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4496017	71552	71552	107	47			Yersinia enterocolitica	3	1		Yersinia	NX11083		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841165.1	Yersinia enterocolitica	SAMN19699789	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4468111	62854	62854	136	47			Yersinia enterocolitica	3	1		Yersinia	NX11084		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841365.1	Yersinia enterocolitica	SAMN19699790	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4554728	71562	71562	107	47			Yersinia enterocolitica	3	1		Yersinia	NX11085		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841465.1	Yersinia enterocolitica	SAMN19699791	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4455792	71552	71552	106	47			Yersinia enterocolitica	3	1		Yersinia	NX11086		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841385.1	Yersinia enterocolitica	SAMN19699792	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4544113	53363	53363	168	47			Yersinia enterocolitica	3	1		Yersinia	NX11087		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841405.1	Yersinia enterocolitica	SAMN19699793	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4576364	71562	71562	111	47			Yersinia enterocolitica	3	1		Yersinia	NX11088		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841505.1	Yersinia enterocolitica	SAMN19699794	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4563446	70632	70632	109	47			Yersinia enterocolitica	3	1		Yersinia	NX11089		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028841425.1	Yersinia enterocolitica	SAMN19699795	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4547755	70585	70585	115	47			Yersinia enterocolitica	3	1		Yersinia	NX11090		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028837545.1	Yersinia enterocolitica	SAMN19699796	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4493286	66351	66351	116	47			Yersinia enterocolitica	3	1		Yersinia	NX11091		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028837565.1	Yersinia enterocolitica	SAMN19699797	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4556724	66302	66302	115	47			Yersinia enterocolitica	3	1		Yersinia	NX11092		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028837485.1	Yersinia enterocolitica	SAMN19699798	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4493200	64104	64104	127	47			Yersinia enterocolitica	3	1		Yersinia	NX11093		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028837585.1	Yersinia enterocolitica	SAMN19699799	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	pig		2011-10-15		Yersinia		38.47 N 106.27 E	4489403	71563	71563	106	47			Yersinia enterocolitica	3	1		Yersinia	NX11094		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	pig
GCA_028837705.1	Yersinia enterocolitica	SAMN19699800	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	cattle		2012-07-12		Yersinia		36.56 N 105.64 E	4983501	256792	256792	43	47			Yersinia enterocolitica	3	1		Yersinia	NX12009		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	cattle
GCA_028837685.1	Yersinia enterocolitica	SAMN19699801	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	cattle		2012-07-12		Yersinia		36.56 N 105.64 E	4839742	630902	630902	25	47			Yersinia enterocolitica	3	1		Yersinia	NX12010		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	cattle
GCA_028837725.1	Yersinia enterocolitica	SAMN19699802	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	cattle		2012-07-12		Yersinia		36.56 N 105.64 E	4869988	630902	630902	26	47			Yersinia enterocolitica	3	1		Yersinia	NX12011		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	cattle
GCA_028837745.1	Yersinia enterocolitica	SAMN19699803	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	chicken		2012-07-12		Yersinia		36.56 N 105.64 E	4734354	257107	257107	39	47			Yersinia enterocolitica	3	1		Yersinia	NX12012		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	chicken
GCA_028837785.1	Yersinia enterocolitica	SAMN19699804	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	chicken		2012-07-12		Yersinia		36.56 N 105.64 E	4678474	235902	235902	43	47			Yersinia enterocolitica	3	1		Yersinia	NX12013		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	chicken
GCA_028837765.1	Yersinia enterocolitica	SAMN19699805	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	sheep		2012-07-12		Yersinia		36.56 N 105.64 E	5073737	268073	268073	57	47.5			Yersinia enterocolitica	3	1		Yersinia	NX12014		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	sheep
GCA_028837825.1	Yersinia enterocolitica	SAMN19699806	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	sheep		2012-07-12		Yersinia		36.56 N 105.64 E	5073868	268007	268007	55	47.5			Yersinia enterocolitica	3	1		Yersinia	NX12015		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	sheep
GCA_028838385.1	Yersinia enterocolitica	SAMN19699807	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	food		2012-07-12		Yersinia		38.47 N 106.27 E	4965969	267891	267891	52	47			Yersinia enterocolitica	3	1		Yersinia	NX12016		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028838445.1	Yersinia enterocolitica	SAMN19699808	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	food		2012-07-12		Yersinia		38.47 N 106.27 E	4907744	344601	344601	60	47			Yersinia enterocolitica	3	1		Yersinia	NX12017		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028837845.1	Yersinia enterocolitica	SAMN19699809	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	food		2012-07-12		Yersinia		38.47 N 106.27 E	4948081	193939	193939	107	47.5			Yersinia enterocolitica	3	1		Yersinia	NX12018		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028838425.1	Yersinia enterocolitica	SAMN19699810	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	food		2012-07-12		Yersinia		38.47 N 106.27 E	4839338	207168	207168	52	47			Yersinia enterocolitica	3	1		Yersinia	NX12019		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028838405.1	Yersinia enterocolitica	SAMN19699811	Contig	SOURCE_DATABASE_GENBANK		China:Ningxia	sheep		2012-07-12		Yersinia		36.56 N 105.64 E	5015439	268001	268001	57	47.5			Yersinia enterocolitica	3	1		Yersinia	NX12020		Ningxia CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	A	high	sheep
