Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCF_021399155.1	100.0	0.03	Neural Network (Specific Model)	11	0.842	3678154	316.0749006420055	3678154	0.48	3271	1	3678154	None
GCF_021532955.1	100.0	0.21	Neural Network (Specific Model)	11	0.839	44881	305.06002430133657	4478614	0.47	4115	220	104542	None
GCF_022394955.1	100.0	0.39	Neural Network (Specific Model)	11	0.849	72654	301.88018433179724	4621318	0.47	4340	113	223302	None
GCF_023212235.1	100.0	0.09	Neural Network (Specific Model)	11	0.85	301996	319.92624728850325	3637374	0.47	3227	26	654992	None
GCF_025758555.1	100.0	0.0	Neural Network (Specific Model)	11	0.86	4530554	313.8815028901734	4540445	0.47	4152	3	4530554	None
GCF_025817235.1	100.0	0.26	Neural Network (Specific Model)	11	0.839	44438	305.9880691502313	4485956	0.47	4107	207	119698	None
GCF_030644845.1	100.0	0.64	Neural Network (Specific Model)	11	0.834	4741829	321.88955916473316	4979983	0.47	4310	5	4741829	None
GCF_040530485.1	100.0	0.45	Neural Network (Specific Model)	11	0.849	70012	305.16343158399235	4490857	0.47	4173	133	213748	None
GCF_040530585.1	100.0	0.45	Neural Network (Specific Model)	11	0.85	66206	306.0062515027651	4485715	0.47	4159	135	218720	None
GCF_040751095.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	51213	307.5568876351669	4690865	0.48	4254	156	123674	None
GCF_040751655.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	49518	306.7402719174871	4691022	0.48	4266	162	123673	None
GCF_045800465.1	100.0	0.03	Neural Network (Specific Model)	11	0.861	396614	322.9455615497793	4582405	0.47	4078	28	979340	None
GCF_046029815.1	100.0	0.14	Neural Network (Specific Model)	11	0.867	364975	322.85230319278577	4578216	0.47	4103	28	622200	None
GCF_046033195.1	100.0	0.43	Neural Network (Specific Model)	11	0.852	61306	307.98451488023227	4476436	0.47	4133	130	218253	None
GCF_046033915.1	100.0	0.42	Neural Network (Specific Model)	11	0.852	66361	308.0185230319279	4442796	0.47	4103	125	218248	None
GCF_050171175.1	100.0	0.01	Neural Network (Specific Model)	11	0.865	501727	314.9489115948467	4909560	0.47	4502	30	1063729	None
GCF_050253865.1	100.0	0.02	Neural Network (Specific Model)	11	0.856	156316	310.43871706758307	4739896	0.47	4365	50	408985	None
GCF_050254655.1	100.0	0.06	Neural Network (Specific Model)	11	0.865	372609	315.09968496849683	4848077	0.47	4444	45	958007	None
GCF_050632455.1	100.0	0.16	Neural Network (Specific Model)	11	0.865	706309	324.42300334768055	4695627	0.47	4182	16	2048645	None
GCF_051858155.1	100.0	0.26	Neural Network (Specific Model)	11	0.835	4614567	313.49308323563895	4797574	0.48	4265	5	4614567	None
GCF_051889455.1	100.0	0.04	Neural Network (Specific Model)	11	0.849	103751	308.2379938490655	4594896	0.47	4227	117	315988	None
GCF_051896295.1	100.0	0.04	Neural Network (Specific Model)	11	0.85	97724	308.75083056478405	4586466	0.47	4214	137	315256	None
GCF_051896835.1	100.0	0.05	Neural Network (Specific Model)	11	0.851	61606	308.66065067679887	4576663	0.47	4211	184	156160	None
GCF_051898435.1	100.0	0.06	Neural Network (Specific Model)	11	0.85	62631	308.1857819905213	4580649	0.47	4220	164	234399	None
GCF_051899135.1	100.0	0.04	Neural Network (Specific Model)	11	0.849	81921	308.4692089057319	4593658	0.47	4222	128	316862	None
GCF_052217105.1	100.0	0.02	Neural Network (Specific Model)	11	0.849	4908647	315.1944985921594	5133842	0.48	4617	2	4908647	None
GCF_052244675.1	100.0	0.03	Neural Network (Specific Model)	11	0.853	75912	313.4168307086614	4474737	0.47	4064	129	388827	None
GCF_052374255.1	100.0	0.29	Neural Network (Specific Model)	11	0.833	4528541	312.13795568263043	4710593	0.48	4197	4	4528541	None
GCF_052374595.1	100.0	0.27	Neural Network (Specific Model)	11	0.833	4529036	311.6034728829686	4711065	0.48	4204	4	4529036	None
GCF_052374755.1	100.0	0.33	Neural Network (Specific Model)	11	0.833	4528852	311.8145679600095	4710767	0.48	4201	4	4528852	None
GCF_052375035.1	100.0	0.31	Neural Network (Specific Model)	11	0.833	4528785	311.88404761904764	4710664	0.48	4200	4	4528785	None
GCF_053210735.1	100.0	0.0	Neural Network (Specific Model)	11	0.848	149193	295.24873737373736	4952659	0.47	4752	216	335438	None
GCF_053210825.1	100.0	0.03	Neural Network (Specific Model)	11	0.864	373720	313.3552425665102	4857901	0.47	4473	55	989760	None
GCF_053211055.1	100.0	0.01	Neural Network (Specific Model)	11	0.863	283800	309.1007082779991	4848625	0.47	4518	92	657454	None
GCF_054456335.1	100.0	0.21	Neural Network (Specific Model)	11	0.863	390175	323.00404376784013	4711644	0.47	4204	31	872358	None
GCF_055727185.1	100.0	0.0	Neural Network (Specific Model)	11	0.864	269493	316.23749119097954	4669613	0.47	4257	81	673114	None
GCF_902168555.1	100.0	0.0	Neural Network (Specific Model)	11	0.859	50547	312.4133155792277	4089842	0.5	3755	178	185293	None
GCF_902170385.1	92.73	0.27	Neural Network (Specific Model)	11	0.87	50057	328.10777009047365	4246048	0.48	3758	144	143808	None
GCA_028832625.1	100.0	2.73	Neural Network (Specific Model)	11	0.855	38839	306.28991395793497	4489880	0.47	4184	266	137306	None
GCA_028833585.1	100.0	1.47	Neural Network (Specific Model)	11	0.852	61444	312.0935545935546	4562157	0.47	4158	169	243789	None
GCA_028834845.1	100.0	2.6	Neural Network (Specific Model)	11	0.853	59210	309.2804907385134	4515957	0.47	4157	149	218030	None
GCA_028835865.1	100.0	1.88	Neural Network (Specific Model)	11	0.853	55539	308.63019956720365	4507747	0.47	4159	174	121968	None
GCA_028837485.1	100.0	1.76	Neural Network (Specific Model)	11	0.854	64104	310.9861616897305	4493200	0.47	4119	127	219618	None
GCA_028838005.1	100.0	5.56	Neural Network (Specific Model)	11	0.868	267873	319.07351598173517	4821509	0.47	4380	40	1038101	None
GCA_028838705.1	100.0	0.71	Neural Network (Specific Model)	11	0.851	65866	292.42268479184366	4845174	0.47	4708	185	130643	None
GCA_028838825.1	100.0	5.53	Neural Network (Specific Model)	11	0.868	469437	314.1635775862069	5029033	0.47	4640	32	719766	None
GCA_028842385.1	100.0	2.55	Neural Network (Specific Model)	11	0.859	136133	314.24133839582345	4617613	0.47	4214	80	349310	None
GCA_028843585.1	100.0	0.08	Neural Network (Specific Model)	11	0.871	42612	307.1034482758621	4837280	0.47	4582	242	149188	None
GCA_028846765.1	100.0	1.16	Neural Network (Specific Model)	11	0.856	131626	315.8870848708487	4492467	0.47	4065	71	426211	None
GCA_028847865.1	100.0	0.57	Neural Network (Specific Model)	11	0.856	33434	306.810791015625	4396457	0.47	4096	290	135287	None
GCA_028849445.1	100.0	0.68	Neural Network (Specific Model)	11	0.869	140107	319.7267482114009	4774228	0.47	4333	64	520655	None
GCA_028849485.1	100.0	0.59	Neural Network (Specific Model)	11	0.864	180310	315.8604926575083	4625530	0.47	4222	53	576641	None
GCA_028850165.1	100.0	0.54	Neural Network (Specific Model)	11	0.869	165572	319.2338614329629	4655891	0.47	4229	56	475918	None
GCA_028854885.1	100.0	0.16	Neural Network (Specific Model)	11	0.869	193144	317.61034723840595	4698196	0.47	4291	53	681697	None
GCA_028854985.1	100.0	0.1	Neural Network (Specific Model)	11	0.866	59164	311.58462228199954	4809080	0.47	4461	212	139067	None
GCA_028856265.1	100.0	0.03	Neural Network (Specific Model)	11	0.869	103051	315.3313582497721	4770186	0.47	4388	86	224902	None
GCA_028990675.1	100.0	1.46	Neural Network (Specific Model)	11	0.866	387853	313.40987599645706	4893135	0.47	4516	38	653367	None
GCA_028998185.1	100.0	0.84	Neural Network (Specific Model)	11	0.868	386983	314.9963511972634	4763990	0.47	4385	32	777669	None
GCA_028998405.1	100.0	1.52	Neural Network (Specific Model)	11	0.851	65253	307.0786759414728	4505100	0.47	4169	131	218264	None
GCA_030255035.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	41549	309.6185591603053	4660497	0.48	4192	246	107189	None
GCA_030255295.1	100.0	0.21	Neural Network (Specific Model)	11	0.834	42317	309.6301859799714	4664924	0.48	4194	249	107366	None
GCA_030255435.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	42865	310.2608175950275	4659646	0.48	4183	239	107072	None
GCA_030256095.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	41080	310.13189448441244	4644955	0.48	4170	241	107249	None
GCA_030256655.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	44632	310.1518474374255	4671057	0.48	4195	226	107249	None
GCA_030256795.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	40551	310.24653275944524	4660847	0.48	4182	241	107249	None
GCA_030256835.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	41549	310.75497005988024	4659391	0.48	4175	233	107249	None
GCA_030256895.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	41081	310.1345001198753	4645704	0.48	4171	238	107241	None
GCA_030256905.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	39424	309.9638063279003	4646085	0.48	4172	243	107051	None
GCA_030257195.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	39615	310.2142000479731	4645608	0.48	4169	239	107249	None
GCA_030260195.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	45081	311.14415927080836	4655935	0.48	4169	217	124609	None
GCA_030261245.1	100.0	0.15	Neural Network (Specific Model)	11	0.834	41549	309.14032181732136	4690913	0.47	4226	235	107257	None
GCA_031638915.1	100.0	1.41	Neural Network (Specific Model)	11	0.865	549117	316.684891765231	4916913	0.47	4481	28	771947	None
GCA_031914745.1	100.0	4.08	Neural Network (Specific Model)	11	0.866	180436	312.28458750799405	5067921	0.47	4691	75	327967	None
GCA_032145575.1	100.0	1.58	Neural Network (Specific Model)	11	0.865	246765	317.8908665105386	4702972	0.47	4270	45	689241	None
GCA_032147085.1	100.0	6.58	Neural Network (Specific Model)	11	0.869	183802	308.49734151329244	5200070	0.47	4890	68	639517	None
GCA_032345015.1	100.0	0.14	Neural Network (Specific Model)	11	0.875	26783	303.6621392190153	4900447	0.47	4712	378	91812	None
GCA_033710215.1	100.0	1.57	Neural Network (Specific Model)	11	0.868	163503	311.9310496267018	4903808	0.47	4554	81	597632	None
GCA_033817255.1	100.0	0.06	Neural Network (Specific Model)	11	0.867	202528	317.1402380952381	4602715	0.47	4200	55	353197	None
GCA_034404955.1	100.0	3.0	Neural Network (Specific Model)	11	0.867	224167	314.91130583458005	5092337	0.47	4679	49	452232	None
GCA_034404995.1	100.0	2.27	Neural Network (Specific Model)	11	0.852	87776	310.1361017762842	4540671	0.47	4166	105	219754	None
GCA_036395955.1	100.0	1.04	Neural Network (Specific Model)	11	0.855	46157	311.29697260932244	4540281	0.47	4162	239	131442	None
GCA_036691625.1	100.0	2.56	Neural Network (Specific Model)	11	0.867	173973	314.3985812458435	4898210	0.47	4511	75	521180	None
GCA_038630655.1	100.0	4.55	Neural Network (Specific Model)	11	0.867	371608	321.9496986555401	4797347	0.47	4314	42	814272	None
GCA_040205895.1	100.0	3.12	Neural Network (Specific Model)	11	0.869	183381	316.6843876177658	4868441	0.47	4458	61	515139	None
GCA_041315595.1	100.0	0.91	Neural Network (Specific Model)	11	0.868	88688	318.8637532133676	4707997	0.47	4279	96	192834	None
GCA_043073185.1	100.0	1.92	Neural Network (Specific Model)	11	0.867	583929	317.98837749883774	4728091	0.47	4302	28	687782	None
GCA_043699525.1	100.0	1.23	Neural Network (Specific Model)	11	0.864	196813	313.04667609618105	4604391	0.47	4242	45	524162	None
GCA_043912305.1	100.0	1.64	Neural Network (Specific Model)	11	0.867	120010	316.47252995704275	4837153	0.47	4423	108	296022	None
GCA_044013615.1	100.0	1.9	Neural Network (Specific Model)	11	0.852	72848	308.1395017793594	4565798	0.47	4215	124	219737	None
GCA_044075615.1	100.0	0.94	Neural Network (Specific Model)	11	0.868	345292	313.95751484696206	4740895	0.47	4378	42	732109	None
GCA_044284025.1	100.0	2.03	Neural Network (Specific Model)	11	0.868	456426	318.7348837209302	4727784	0.47	4300	29	1086457	None
GCA_045489855.1	100.0	2.64	Neural Network (Specific Model)	11	0.865	409869	314.2486857142857	4762543	0.47	4375	29	694915	None
GCA_045490595.1	100.0	0.04	Neural Network (Specific Model)	11	0.867	212488	304.2544276457883	4867457	0.47	4630	95	313256	None
GCA_045490625.1	100.0	0.12	Neural Network (Specific Model)	11	0.869	394391	319.4775452621679	4685679	0.47	4253	33	554104	None
GCA_045490935.1	100.0	4.41	Neural Network (Specific Model)	11	0.868	269701	313.7893188504186	4787345	0.47	4419	41	731567	None
GCA_046527325.1	100.0	0.2	Neural Network (Specific Model)	11	0.866	243397	312.79667960327725	5015942	0.47	4638	44	627919	None
GCA_046647705.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48900	311.58778072929243	4629094	0.48	4141	202	126255	None
GCA_046648025.1	100.0	0.21	Neural Network (Specific Model)	11	0.835	49244	309.6351515151515	4580230	0.48	4125	195	144171	None
GCA_046649175.1	100.0	0.18	Neural Network (Specific Model)	11	0.836	59230	311.16467209191	4658048	0.48	4178	194	137329	None
GCA_046649345.1	100.0	0.18	Neural Network (Specific Model)	11	0.836	59230	312.03506243996156	4656254	0.48	4164	187	137389	None
GCA_046649605.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	49159	311.7319961333978	4627353	0.48	4138	202	126099	None
GCA_046651255.1	100.0	0.25	Neural Network (Specific Model)	11	0.836	49169	311.7638588912887	4655876	0.48	4167	203	126822	None
GCA_046653655.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	51698	311.83742183742186	4648935	0.48	4158	207	126218	None
GCA_046653725.1	100.0	0.25	Neural Network (Specific Model)	11	0.836	49278	311.8897959183673	4656097	0.48	4165	209	126084	None
GCA_046653795.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49169	311.778631452581	4654802	0.48	4165	208	126833	None
GCA_046654265.1	100.0	0.2	Neural Network (Specific Model)	11	0.836	54701	313.5523509452254	4633977	0.48	4126	182	172443	None
GCA_046654835.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	48900	311.93429256594726	4664967	0.48	4170	206	126123	None
GCA_046655095.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	48896	308.4101068999028	4554959	0.47	4116	216	126104	None
GCA_046658505.1	100.0	0.32	Neural Network (Specific Model)	11	0.835	58979	312.2344543914832	4626671	0.48	4133	191	188591	None
GCA_046659125.1	99.74	16.28	Gradient Boost (General Model)	11	0.83	57014	308.23883720930235	4779521	0.47	4300	352	188591	None
GCA_046659905.1	100.0	0.24	Neural Network (Specific Model)	11	0.836	51042	311.73644328676295	4716243	0.48	4223	196	126117	None
GCA_046660405.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48666	311.5056749577397	4629108	0.48	4141	206	126118	None
GCA_046661705.1	100.0	0.21	Neural Network (Specific Model)	11	0.835	48900	311.86170212765956	4628889	0.48	4136	204	126132	None
GCA_046662445.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	48901	312.2660264105642	4665164	0.48	4165	203	126117	None
GCA_046663865.1	100.0	0.2	Neural Network (Specific Model)	11	0.834	48769	309.339872486513	4531000	0.47	4078	213	126255	None
GCA_046664265.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49244	311.44242279147716	4668137	0.48	4177	222	126255	None
GCA_046665005.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	46891	307.9114382239382	4578264	0.47	4144	219	143714	None
GCA_046667305.1	100.0	0.14	Neural Network (Specific Model)	11	0.835	49160	309.49163327834077	4710384	0.47	4243	209	125993	None
GCA_046670505.1	100.0	0.32	Neural Network (Specific Model)	11	0.835	48769	311.62554321583775	4631850	0.48	4142	206	126255	None
GCA_046670605.1	99.99	0.24	Neural Network (Specific Model)	11	0.834	51070	310.1680190930788	4665638	0.48	4190	227	120120	None
GCA_046670685.1	100.0	0.23	Neural Network (Specific Model)	11	0.834	49244	310.0979770899342	4566883	0.47	4103	202	119107	None
GCA_046671435.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	46891	310.1855743969429	4657554	0.48	4187	226	126091	None
GCA_046671805.1	100.0	0.21	Neural Network (Specific Model)	11	0.835	48928	311.1125843780135	4629669	0.48	4148	209	126566	None
GCA_046672605.1	100.0	0.22	Neural Network (Specific Model)	11	0.836	49244	311.40710708323394	4678570	0.48	4193	198	144284	None
GCA_046673185.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	48900	310.4328143712575	4647932	0.48	4175	213	115465	None
GCA_046673405.1	100.0	0.24	Neural Network (Specific Model)	11	0.836	49530	311.1835577604536	4719857	0.48	4233	203	126105	None
GCA_046673445.1	100.0	0.24	Neural Network (Specific Model)	11	0.837	49530	311.99051233396585	4708938	0.48	4216	200	126117	None
GCA_046674425.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48900	311.2894356005789	4630655	0.48	4146	208	119114	None
GCA_046675115.1	100.0	0.24	Neural Network (Specific Model)	11	0.836	51153	311.4038186157518	4676492	0.48	4190	208	120083	None
GCA_046676185.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49244	312.6787689348401	4663719	0.48	4159	196	126117	None
GCA_046676205.1	100.0	0.23	Neural Network (Specific Model)	11	0.836	49113	311.3390872546701	4718285	0.48	4229	200	126136	None
GCA_046676605.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	45241	308.1364734299517	4578103	0.47	4140	218	126090	None
GCA_046677505.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	49219	312.6771311277469	4642997	0.48	4141	197	126266	None
GCA_046678465.1	100.0	0.25	Neural Network (Specific Model)	11	0.834	45165	307.1599423631124	4590382	0.48	4164	228	120033	None
GCA_046679505.1	100.0	0.21	Neural Network (Specific Model)	11	0.836	49279	308.51685122773233	4592336	0.48	4154	206	126080	None
GCA_046679625.1	100.0	0.2	Neural Network (Specific Model)	11	0.836	55970	312.8420289855072	4641195	0.48	4140	184	172461	None
GCA_046680825.1	100.0	0.24	Neural Network (Specific Model)	11	0.836	49160	311.7457386363636	4718977	0.48	4224	201	126118	None
GCA_046681705.1	100.0	0.33	Neural Network (Specific Model)	11	0.835	56994	312.4077481840194	4626653	0.48	4130	182	168189	None
GCA_046681785.1	100.0	0.33	Neural Network (Specific Model)	11	0.835	56994	312.57838623697603	4625748	0.48	4127	180	168187	None
GCA_046682965.1	100.0	0.25	Neural Network (Specific Model)	11	0.836	48675	309.86917435533474	4694457	0.47	4227	212	126271	None
GCA_046683425.1	100.0	0.21	Neural Network (Specific Model)	11	0.835	48928	311.5691861869114	4628532	0.48	4141	205	126122	None
GCA_046684225.1	100.0	0.21	Neural Network (Specific Model)	11	0.834	42865	309.61758398856324	4666044	0.48	4197	242	107072	None
GCA_046686825.1	100.0	0.25	Neural Network (Specific Model)	11	0.836	49091	311.63300551691054	4656504	0.48	4169	210	127023	None
GCA_046686925.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48928	311.65643875332205	4628735	0.48	4139	202	126257	None
GCA_046686965.1	100.0	0.24	Neural Network (Specific Model)	11	0.836	49168	312.03604036520903	4654282	0.48	4162	205	126833	None
GCA_046687945.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48900	311.654914271915	4630082	0.48	4141	204	126255	None
GCA_046689785.1	100.0	0.26	Neural Network (Specific Model)	11	0.835	49630	309.7124055569096	4558810	0.47	4103	207	126221	None
