accession	species	niche	geo_loc	host	collection_date	gene	gene_name	scope	type	subtype	amr_class	subclass	method	pct_cov	pct_id	year	region	host_group
GCA_028834865.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834865.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2021.0	Other	Human
GCA_028834885.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2021.0	Other	Human
GCA_028834885.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2021.0	Other	Human
GCA_028834885.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2021.0	Other	Human
GCA_028834885.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2021.0	Other	Human
GCA_028834905.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-12	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834905.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-12	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2021.0	Other	Human
GCA_028834905.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-12	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834905.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-12	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2021.0	Other	Human
GCA_028834925.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-12	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2021.0	Other	Human
GCA_028834925.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-12	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834925.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-12	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2021.0	Other	Human
GCA_028834925.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-12	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834945.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-12	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834945.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-12	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834945.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-12	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834945.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-12	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028834965.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-01	qacK	quaternary ammonium compound efflux SMR transporter QacK	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTX	100.0	97.27	2022.0	Other	Human
GCA_028834965.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-01	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2022.0	Other	Human
GCA_028834965.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-01	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028834965.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-01	qacK	quaternary ammonium compound efflux SMR transporter QacK	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTX	100.0	97.27	2022.0	Other	Human
GCA_028834965.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-01	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2022.0	Other	Human
GCA_028834965.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-01	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028834985.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028834985.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028834985.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028834985.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835005.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	67.35	99.49	2022.0	Other	Human
GCA_028835005.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835005.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	67.35	99.49	2022.0	Other	Human
GCA_028835005.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835165.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835165.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	67.35	99.49	2022.0	Other	Human
GCA_028835165.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	67.35	99.49	2022.0	Other	Human
GCA_028835165.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835225.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-03	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	67.35	99.49	2022.0	Other	Human
GCA_028835225.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835225.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-03	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	67.35	99.49	2022.0	Other	Human
GCA_028835225.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835245.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835245.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835245.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835245.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-02	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835265.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-03	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835265.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835265.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-03	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835265.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835285.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2021.0	Other	Human
GCA_028835285.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2021.0	Other	Human
GCA_028835285.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2021.0	Other	Human
GCA_028835285.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2021.0	Other	Human
GCA_028835325.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-04	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835325.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-04	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2022.0	Other	Human
GCA_028835325.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-04	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2022.0	Other	Human
GCA_028835325.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-04	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835335.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-04	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2022.0	Other	Human
GCA_028835335.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-04	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835335.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-04	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2022.0	Other	Human
GCA_028835335.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-04	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835385.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-04	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2022.0	Other	Human
GCA_028835385.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-04	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835385.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-04	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835385.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-04	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2022.0	Other	Human
GCA_028835405.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835405.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835405.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835405.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835425.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2021.0	Other	Human
GCA_028835425.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028835425.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2021.0	Other	Human
GCA_028835425.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2021-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2021.0	Other	Human
GCA_028835445.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835445.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835445.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835445.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835465.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835465.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835465.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835465.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835485.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2022.0	Other	Human
GCA_028835485.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835485.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2022.0	Other	Human
GCA_028835485.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835505.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2022.0	Other	Human
GCA_028835505.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835505.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2022.0	Other	Human
GCA_028835505.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835545.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	69.05	98.52	2022.0	Other	Human
GCA_028835545.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835545.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	69.05	98.52	2022.0	Other	Human
GCA_028835545.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835565.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835565.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835565.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	Other	Human
GCA_028835565.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835585.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835585.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2022.0	Other	Human
GCA_028835585.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2022.0	Other	Human
GCA_028835585.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835605.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835605.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835605.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835605.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835625.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835625.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2022.0	Other	Human
GCA_028835625.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2022.0	Other	Human
GCA_028835625.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	Other	Human
GCA_028835645.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835645.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835645.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835645.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	Other	Human
GCA_028835665.1	Yersinia enterocolitica	H	not applicable	Homo sapiens	2022-05	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	Other	Human
