accession	species	niche	n_plasmid_contigs	has_plasmid	rep_types	mobility_types	total_plasmid_bp
GCA_028839885.1	Yersinia enterocolitica	A	8	1	rep_cluster_645|rep_cluster_2335|-|IncFII,rep_cluster_2203	-	90809
GCA_028990515.1	Yersinia enterocolitica	H	6	1	rep_cluster_645|rep_cluster_2335|-|IncFII,rep_cluster_2203	-	91386
GCA_028839845.1	Yersinia enterocolitica	F	0	0			0
GCA_028840545.1	Yersinia enterocolitica	F	5	1	IncFII|-	-	56777
GCA_028839985.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67541
GCA_028840005.1	Yersinia enterocolitica	F	12	1	rep_cluster_1304|-|rep_cluster_2358|Col(Ye4449)	-	94804
GCA_028839945.1	Yersinia enterocolitica	F	7	1	-|rep_cluster_214	-	57187
GCA_028840565.1	Yersinia enterocolitica	F	2	1	rep_cluster_1304|Col(Ye4449)	-	42532
GCA_028840025.1	Yersinia enterocolitica	F	0	0			0
GCA_028840045.1	Yersinia enterocolitica	F	9	1	rep_cluster_214|rep_cluster_1304|-|rep_cluster_2373	-	139032
GCA_028840105.1	Yersinia enterocolitica	H	0	0			0
GCA_028840125.1	Yersinia enterocolitica	H	0	0			0
GCA_028846465.1	Yersinia enterocolitica	H	2	1	rep_cluster_224|-	-	49671
GCF_022401365.1	Yersinia enterocolitica	H	0	0			0
GCF_022401485.1	Yersinia enterocolitica	H	0	0			0
GCF_022401425.1	Yersinia enterocolitica	H	0	0			0
GCA_028846325.1	Yersinia enterocolitica	H	0	0			0
GCA_028846365.1	Yersinia enterocolitica	H	3	1	IncX5|rep_cluster_2335|-	-	63738
GCA_028846405.1	Yersinia enterocolitica	H	0	0			0
GCA_028846445.1	Yersinia enterocolitica	H	1	1	Col(Ye4449)	-	5450
GCA_028846345.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	74715
GCA_028846305.1	Yersinia enterocolitica	H	1	1	ColpVC	-	2048
GCA_028846285.1	Yersinia enterocolitica	H	0	0			0
GCF_025604015.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180154
GCF_025604005.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180477
GCF_025604045.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180154
GCF_025604065.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	179280
GCF_025604085.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180477
GCF_025604105.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	178554
GCF_025604125.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180154
GCF_025604185.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172298
GCF_025604165.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180382
GCF_025604145.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180228
GCF_025604205.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180635
GCF_024498395.1	Yersinia pestis	A	3	1	IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	187325
GCF_024498375.1	Yersinia pestis	H	2	1	IncFIB,rep_cluster_2350|IncFII,rep_cluster_645	-	199271
GCF_024498415.1	Yersinia pestis	A	3	1	rep_cluster_2350|IncFII,rep_cluster_645|IncFIB	-	168275
GCA_028846265.1	Yersinia enterocolitica	H	1	1	rep_cluster_224	-	42228
GCF_021399215.1	Yersinia ruckeri	A	1	1	-	-	103904
GCF_021399175.1	Yersinia ruckeri	A	1	1	-	-	103903
GCF_021399235.1	Yersinia ruckeri	A	1	1	-	-	103903
GCF_021399195.1	Yersinia ruckeri	A	0	0			0
GCF_021399135.1	Yersinia ruckeri	U	0	0			0
GCF_021399155.1	Yersinia ruckeri	U	0	0			0
GCF_021399115.1	Yersinia ruckeri	A	0	0			0
GCF_021399095.1	Yersinia ruckeri	A	1	1	-	-	103901
GCF_021399055.1	Yersinia ruckeri	A	0	0			0
GCF_021399075.1	Yersinia ruckeri	A	1	1	rep_cluster_214	-	59471
GCA_028846245.1	Yersinia enterocolitica	H	1	1	ColRNAI_rep_cluster_1987	-	3223
GCF_020531685.1	Yersinia intermedia	F	8	1	-	-	51200
GCF_020531805.1	Yersinia intermedia	F	1	1	-	-	5911
GCF_020531725.1	Yersinia bercovieri	F	0	0			0
GCF_020531695.1	Yersinia intermedia	F	0	0			0
GCF_020531785.1	Yersinia intermedia	F	0	0			0
GCF_020531815.1	Yersinia massiliensis	F	9	1	rep_cluster_2307|-	-	126566
GCF_020531745.1	Yersinia massiliensis	F	6	1	rep_cluster_2307|-	-	103677
GCF_054862965.1	Yersinia pseudotuberculosis	A	10	1	-|rep_cluster_1066|rep_cluster_645|IncFII	-	92344
GCA_028845925.1	Yersinia enterocolitica	H	0	0			0
GCA_028845885.1	Yersinia enterocolitica	H	0	0			0
GCA_028846005.1	Yersinia enterocolitica	H	0	0			0
GCA_028845965.1	Yersinia enterocolitica	H	0	0			0
GCA_028845825.1	Yersinia enterocolitica	H	1	1	IncFII,rep_cluster_645	-	66000
GCA_028845985.1	Yersinia enterocolitica	H	0	0			0
GCA_028846025.1	Yersinia enterocolitica	H	0	0			0
GCA_028846045.1	Yersinia enterocolitica	H	6	1	-|rep_cluster_2335	-	50447
GCA_028846185.1	Yersinia enterocolitica	F	0	0			0
GCA_028846165.1	Yersinia enterocolitica	F	0	0			0
GCA_028846065.1	Yersinia enterocolitica	F	0	0			0
GCA_028846205.1	Yersinia enterocolitica	F	0	0			0
GCA_028846125.1	Yersinia enterocolitica	F	0	0			0
GCA_028846225.1	Yersinia enterocolitica	F	0	0			0
GCA_028846085.1	Yersinia enterocolitica	F	1	1	IncFII,rep_cluster_645	-	66063
GCA_028846145.1	Yersinia enterocolitica	F	0	0			0
GCA_028846105.1	Yersinia enterocolitica	F	0	0			0
GCA_028845785.1	Yersinia enterocolitica	H	0	0			0
GCF_054862985.1	Yersinia pseudotuberculosis	A	5	1	rep_cluster_645|IncFII|-	-	65626
GCA_028845845.1	Yersinia enterocolitica	H	8	1	-|rep_cluster_645|IncFII,rep_cluster_2203	-	78088
GCF_023212565.2	Yersinia ruckeri	A	1	1	Col(Ye4449)	-	5286
GCF_023212525.1	Yersinia ruckeri	A	2	1	-	-	82539
GCF_023212545.1	Yersinia ruckeri	A	0	0			0
GCF_023212465.1	Yersinia ruckeri	A	3	1	-|Col(Ye4449)	-	87526
GCF_023212505.1	Yersinia ruckeri	A	0	0			0
GCF_023212445.2	Yersinia ruckeri	A	0	0			0
GCF_023212475.1	Yersinia ruckeri	A	5	1	-|Col(Ye4449)	-	120704
GCF_023212425.2	Yersinia ruckeri	A	1	1	IncQ1	-	4985
GCF_023212365.1	Yersinia ruckeri	A	4	1	-|Col(Ye4449)	-	37851
GCF_023212395.1	Yersinia ruckeri	A	3	1	-|Col(Ye4449)	-	120955
GCF_023212345.1	Yersinia ruckeri	A	6	1	-	-	117928
GCF_023212385.2	Yersinia ruckeri	A	0	0			0
GCF_023212325.2	Yersinia ruckeri	A	0	0			0
GCF_023212225.1	Yersinia ruckeri	A	5	1	-	-	115707
GCF_023212305.1	Yersinia ruckeri	A	0	0			0
GCF_023212255.1	Yersinia ruckeri	A	0	0			0
GCF_023212235.1	Yersinia ruckeri	U	0	0			0
GCF_023212245.1	Yersinia ruckeri	A	2	1	rep_cluster_1304|Col(Ye4449)	-	35957
GCF_023212585.2	Yersinia ruckeri	A	2	1	-|Col(Ye4449)	-	120780
GCF_026672695.1	Yersinia enterocolitica	E	0	0			0
GCF_021230015.1	Yersinia pestis	A	14	1	-|IncFIB|IncFII|rep_cluster_2350|rep_cluster_645	-	172722
GCF_021230055.1	Yersinia pestis	A	14	1	-|IncFIB|rep_cluster_2350|rep_cluster_645|IncFII	-	171861
GCF_021311445.1	Yersinia enterocolitica	F	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68662
GCF_021311535.1	Yersinia enterocolitica	F	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68202
GCF_021311485.1	Yersinia enterocolitica	A	6	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	71166
GCF_021311555.1	Yersinia enterocolitica	F	6	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	71162
GCF_021311615.1	Yersinia enterocolitica	F	6	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	71216
GCF_021311475.1	Yersinia enterocolitica	A	4	1	IncFII|-|rep_cluster_645	-	64894
GCF_021311565.1	Yersinia enterocolitica	F	6	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	69934
GCF_021311435.1	Yersinia enterocolitica	F	7	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	69856
GCF_021311415.1	Yersinia enterocolitica	F	6	1	-|IncFII|rep_cluster_645	-	73862
GCA_028845125.1	Yersinia enterocolitica	U	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68885
GCA_028845205.1	Yersinia enterocolitica	U	0	0			0
GCA_028845165.1	Yersinia enterocolitica	U	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68121
GCA_028845005.1	Yersinia enterocolitica	U	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68522
GCA_028845045.1	Yersinia enterocolitica	U	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68036
GCA_028844985.1	Yersinia enterocolitica	U	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68298
GCA_028845145.1	Yersinia enterocolitica	U	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68035
GCA_028845105.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68046
GCA_028845025.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	69118
GCA_028845085.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	69116
GCA_028845065.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	69211
GCA_028844965.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67040
GCA_028844885.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	71894
GCA_028844865.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|IncFII,rep_cluster_2203|-	-	72448
GCA_028844725.1	Yersinia enterocolitica	H	0	0			0
GCA_028844925.1	Yersinia enterocolitica	H	0	0			0
GCA_028844905.1	Yersinia enterocolitica	H	1	1	Col(Ye4449)	-	5273
GCA_028844805.1	Yersinia enterocolitica	H	1	1	IncFII	-	31777
GCA_028844845.1	Yersinia enterocolitica	H	1	1	ColRNAI_rep_cluster_1987	-	3223
GCA_028844785.1	Yersinia enterocolitica	H	0	0			0
GCA_028844765.1	Yersinia enterocolitica	H	0	0			0
GCA_028844825.1	Yersinia enterocolitica	H	0	0			0
GCF_021457525.1	Yersinia pseudotuberculosis	H	4	1	IncFII,rep_cluster_645|-	-	75561
GCF_021344095.1	Yersinia pseudotuberculosis	H	5	1	rep_cluster_957|IncFII|rep_cluster_645|-	-	227112
GCF_021532825.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	177264
GCF_021532855.1	Yersinia pestis	H	16	1	-|IncFIB|IncFII|rep_cluster_2350|rep_cluster_645	-	177087
GCF_021532955.1	Yersinia pestis	A	15	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	175598
GCF_021532915.1	Yersinia pestis	H	14	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	209606
GCF_021532815.1	Yersinia pestis	A	14	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	177794
GCA_028844745.1	Yersinia enterocolitica	H	10	1	rep_cluster_214|-|IncN	-	134728
GCF_021556355.1	Yersinia enterocolitica	F	6	1	-|IncFII|rep_cluster_645	-	74050
GCA_028843605.1	Yersinia enterocolitica	H	11	1	rep_cluster_224|rep_cluster_1304|-|rep_cluster_2335	-	120119
GCA_028843585.1	Yersinia enterocolitica	H	8	1	rep_cluster_1304|-	-	73131
GCA_028843485.1	Yersinia enterocolitica	A	0	0			0
GCA_028843525.1	Yersinia enterocolitica	F	0	0			0
GCA_028843565.1	Yersinia enterocolitica	F	0	0			0
GCA_028843545.1	Yersinia enterocolitica	F	0	0			0
GCA_028843645.1	Yersinia enterocolitica	F	0	0			0
GCF_040751675.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180551
GCF_040751655.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180154
GCF_040751615.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180154
GCF_040751595.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	178260
GCF_040751575.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180228
GCF_040751495.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	178334
GCF_040751535.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180228
GCF_040751515.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180228
GCF_040751555.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180522
GCF_040751475.1	Yersinia pestis	A	8	1	IncFII,rep_cluster_645|-|IncFIB|rep_cluster_2350	-	178640
GCF_040751415.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	178260
GCF_040751455.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	178260
GCF_040751375.1	Yersinia pestis	A	8	1	IncFII,rep_cluster_645|-|IncFIB|rep_cluster_2350	-	178636
GCF_040751435.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180228
GCF_040751395.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180635
GCF_040751355.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180448
GCF_040751315.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180349
GCF_040751295.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180150
GCF_040751275.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	179505
GCF_040751325.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180150
GCF_040751215.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	179692
GCF_040751235.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180154
GCF_040751175.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180154
GCF_040751255.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180150
GCF_040751195.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180154
GCF_040751155.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	178260
GCF_040751135.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180477
GCF_040751095.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180228
GCF_040751115.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172298
GCF_040751075.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180154
GCF_040751035.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180154
GCF_040751055.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	178554
GCF_040750975.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180477
GCF_040751005.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180154
GCF_040750995.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	179280
GCF_040750945.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180477
GCF_040750895.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180154
GCF_040750935.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180382
GCF_040750915.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180228
GCF_040750875.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	178244
GCF_040750815.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180490
GCF_040750795.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180055
GCF_040750835.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180059
GCF_040750855.1	Yersinia pestis	A	8	1	IncFII|-|IncFIB|rep_cluster_645	-	170200
GCF_040750775.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	178334
GCF_040750735.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180154
GCF_040750715.1	Yersinia pestis	H	9	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	157480
GCF_040750695.1	Yersinia pestis	A	9	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158528
GCF_040750755.1	Yersinia pestis	A	9	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158402
GCF_040750675.1	Yersinia pestis	A	8	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	156165
GCF_040750635.1	Yersinia pestis	A	9	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158487
GCF_040750655.1	Yersinia pestis	A	9	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158512
GCF_040750595.1	Yersinia pestis	A	9	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158702
GCF_040750605.1	Yersinia pestis	A	9	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158528
GCF_040750575.1	Yersinia pestis	A	9	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158702
GCF_040750555.1	Yersinia pestis	A	9	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158702
GCF_022637335.1	Yersinia intermedia	E	0	0			0
GCA_028843505.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67753
GCA_028842825.1	Yersinia enterocolitica	H	0	0			0
GCA_028843425.1	Yersinia enterocolitica	H	0	0			0
GCA_028843465.1	Yersinia enterocolitica	H	0	0			0
GCA_028843405.1	Yersinia enterocolitica	H	0	0			0
GCA_028843325.1	Yersinia enterocolitica	H	0	0			0
GCA_028843385.1	Yersinia enterocolitica	H	0	0			0
GCA_028842805.1	Yersinia enterocolitica	H	0	0			0
GCA_028843445.1	Yersinia enterocolitica	H	1	1	-	-	4048
GCA_028842765.1	Yersinia enterocolitica	H	0	0			0
GCF_023108945.1	Yersinia pseudotuberculosis	H	13	1	-|rep_cluster_645|IncFII	-	68217
GCA_028842625.1	Yersinia enterocolitica	F	0	0			0
GCA_028842605.1	Yersinia enterocolitica	F	0	0			0
GCA_028842685.1	Yersinia enterocolitica	H	3	1	rep_cluster_214|-	-	59434
GCA_028842705.1	Yersinia enterocolitica	H	0	0			0
GCA_028842725.1	Yersinia enterocolitica	H	0	0			0
GCA_028842745.1	Yersinia enterocolitica	H	0	0			0
GCA_028842785.1	Yersinia enterocolitica	H	0	0			0
GCA_028842545.1	Yersinia enterocolitica	H	4	1	IncFII|-	-	76370
GCA_028842425.1	Yersinia enterocolitica	H	0	0			0
GCA_028842445.1	Yersinia enterocolitica	H	3	1	rep_cluster_645|-	-	44586
GCA_028842435.1	Yersinia enterocolitica	H	0	0			0
GCA_028842505.1	Yersinia enterocolitica	E	0	0			0
GCA_028842565.1	Yersinia enterocolitica	H	0	0			0
GCA_028842525.1	Yersinia enterocolitica	H	0	0			0
GCA_028842585.1	Yersinia enterocolitica	E	0	0			0
GCF_025816875.1	Yersinia pestis	A	26	1	-|IncFIB|rep_cluster_2350|IncFII	-	169866
GCF_025816845.1	Yersinia pestis	H	19	1	-|IncFIB|IncFII|rep_cluster_645|rep_cluster_2350	-	172592
GCF_025816815.1	Yersinia pestis	A	16	1	-|IncFIB|IncFII|rep_cluster_645|ColRNAI_rep_cluster_1857	-	171131
GCF_025816835.1	Yersinia pestis	A	15	1	-|IncFIB|IncFII|rep_cluster_2350|rep_cluster_645	-	177436
GCF_025816895.1	Yersinia pestis	A	18	1	IncFIB|-|IncFII,rep_cluster_2203|rep_cluster_2350|rep_cluster_645	-	177001
GCF_025816915.1	Yersinia pestis	A	20	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII,rep_cluster_2203	-	174127
GCF_025816935.1	Yersinia pestis	A	15	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	175768
GCF_025816955.1	Yersinia pestis	A	8	1	-|IncFIB|rep_cluster_2350	-	112587
GCF_025817005.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	174559
GCF_025816965.1	Yersinia pestis	A	13	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	176087
GCF_025816995.1	Yersinia pestis	A	15	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	176578
GCF_025817155.1	Yersinia pestis	A	14	1	-|IncFIB|IncFII|rep_cluster_2350|rep_cluster_645	-	177065
GCF_025817135.1	Yersinia pestis	H	13	1	-|IncFIB|rep_cluster_645|IncFII	-	169422
GCF_025817165.1	Yersinia pestis	A	19	1	-|IncFIB|IncFII|rep_cluster_2350|rep_cluster_645	-	175146
GCF_025817205.1	Yersinia pestis	A	17	1	-|IncFIB|IncFII|rep_cluster_645|rep_cluster_2370	-	167482
GCF_025817235.1	Yersinia pestis	A	16	1	-|IncFIB|IncFII|rep_cluster_2350|rep_cluster_645	-	176625
GCF_024758685.1	Yersinia pestis	A	3	1	IncFIB|rep_cluster_2350|IncFII,rep_cluster_645	-	239131
GCA_028842405.1	Yersinia enterocolitica	H	2	1	-|Col(Ye4449)	-	11476
GCF_024260685.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	65612
GCF_025817315.1	Yersinia pestis	A	14	1	-|IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	175884
GCA_028842345.1	Yersinia enterocolitica	H	0	0			0
GCA_028842385.1	Yersinia enterocolitica	H	0	0			0
GCA_028842365.1	Yersinia enterocolitica	H	0	0			0
GCA_028842085.1	Yersinia enterocolitica	H	0	0			0
GCA_028842125.1	Yersinia enterocolitica	E	0	0			0
GCA_028842285.1	Yersinia enterocolitica	H	1	1	rep_cluster_901	-	57045
GCA_028842185.1	Yersinia enterocolitica	H	1	1	rep_cluster_901	-	57387
GCA_028842205.1	Yersinia enterocolitica	H	1	1	rep_cluster_901	-	57385
GCA_028842225.1	Yersinia enterocolitica	H	0	0			0
GCA_028842265.1	Yersinia enterocolitica	E	0	0			0
GCA_028842245.1	Yersinia enterocolitica	H	0	0			0
GCA_028842325.1	Yersinia enterocolitica	E	0	0			0
GCA_028842305.1	Yersinia enterocolitica	E	0	0			0
GCA_028842145.1	Yersinia enterocolitica	E	0	0			0
GCF_026435835.1	Yersinia ruckeri	A	2	1	-|Col(Ye4449)	-	81674
GCF_026435655.1	Yersinia ruckeri	A	0	0			0
GCF_026435495.1	Yersinia ruckeri	E	0	0			0
GCF_026435335.1	Yersinia ruckeri	A	2	1	-|Col(Ye4449)	-	120781
GCF_026435315.1	Yersinia ruckeri	A	2	1	-|Col(Ye4449)	-	120781
GCF_026435295.1	Yersinia ruckeri	A	1	1	-	-	80847
GCF_026435275.1	Yersinia ruckeri	A	2	1	-|Col(Ye4449)	-	86038
GCF_026435255.1	Yersinia ruckeri	A	0	0			0
GCF_026435235.1	Yersinia ruckeri	A	3	1	-|Col(Ye4449)	-	157479
GCF_026435215.1	Yersinia ruckeri	A	1	1	rep_cluster_214	-	78774
GCF_026435195.1	Yersinia ruckeri	A	1	1	-	-	89273
GCF_026435175.1	Yersinia ruckeri	A	2	1	-|Col(Ye4449)	-	85629
GCF_026435155.1	Yersinia ruckeri	A	1	1	-	-	80847
GCF_026435135.1	Yersinia ruckeri	A	0	0			0
GCF_026435115.1	Yersinia ruckeri	A	2	1	-|Col(Ye4449)	-	120781
GCA_028842105.1	Yersinia enterocolitica	H	7	1	IncFII|-	-	86240
GCA_028842165.1	Yersinia enterocolitica	H	2	1	IncFII|-	-	33811
GCF_026131405.1	Yersinia ruckeri	A	2	1	-	-	121096
GCF_026131425.1	Yersinia ruckeri	A	0	0			0
GCF_026131385.1	Yersinia ruckeri	A	5	1	-|IncU	-	150272
GCF_026131365.1	Yersinia ruckeri	A	3	1	-	-	121047
GCF_026131325.1	Yersinia ruckeri	A	2	1	-	-	121096
GCF_026131345.1	Yersinia ruckeri	A	0	0			0
GCF_026131295.1	Yersinia ruckeri	A	1	1	-	-	78893
GCF_026131285.1	Yersinia ruckeri	A	1	1	-	-	78836
GCF_026131265.1	Yersinia ruckeri	A	2	1	-	-	121096
GCF_026131225.1	Yersinia ruckeri	A	0	0			0
GCF_026131235.1	Yersinia ruckeri	A	6	1	-	-	117943
GCF_026131185.1	Yersinia ruckeri	A	5	1	-	-	117685
GCF_026131165.1	Yersinia ruckeri	A	6	1	-	-	117935
GCF_026131205.1	Yersinia ruckeri	A	6	1	-	-	117943
GCF_026131125.1	Yersinia ruckeri	A	6	1	-	-	117943
GCF_026131145.1	Yersinia ruckeri	A	0	0			0
GCF_026131105.1	Yersinia ruckeri	A	0	0			0
GCF_026131085.1	Yersinia ruckeri	A	0	0			0
GCF_026131065.1	Yersinia ruckeri	A	1	1	Col(Ye4449)	-	5413
GCF_026131045.1	Yersinia ruckeri	A	0	0			0
GCF_026130975.1	Yersinia ruckeri	A	0	0			0
GCF_026131025.1	Yersinia ruckeri	A	0	0			0
GCF_026130965.1	Yersinia ruckeri	A	0	0			0
GCF_026130985.1	Yersinia ruckeri	A	0	0			0
